OID|ACCT_TYPE|NAME|TOTAL|PAST_DUE_90|PAST_DUE_180|LIQUIDATED|RPT_ID
122112|102|All Other Accounts|||||693407
124492|102|All Other Accounts|0|0|0|0|699143
122205|102|All Other Accounts|0|0|0|0|693754
124801|101|NONE|0|0|0|0|699695
124802|102|All Other Accounts|0|0|0|0|699695
122401|102|All Other Accounts|||||694329
122614|102|All Other Accounts|1819||||695102
123570|102|All Other Accounts|0|0|0|0|697445
121573|101|EMPLOYER TAXES PAYABLE|673||||689865
121575|102|All Other Accounts|||||689865
121574|101|MEMBER BENEFITS PAYABLE|2992||||689865
125250|101|MISCELLANEOS|651||||703855
125251|102|All Other Accounts|||||703855
124770|101|N/A|0|0|0|0|699602
124771|102|All Other Accounts|||||699602
124758|102|All Other Accounts|0|0|0|0|699580
122450|101|None|0|0|0|0|694520
122452|102|All Other Accounts|||||694520
122451|101|||0|0|0|694520
122882|101|N.A.L.C|7946||||695908
122883|102|All Other Accounts|15173||||695908
122017|102|All Other Accounts|||||692851
121511|101|UAW International|26550||||688808
121512|102|All Other Accounts|||||688808
121960|102|All Other Accounts|||||692643
121702|101|Payroll Taxes Payable|2228||||691173
121701|101|Credit Cards Payable|988||||691173
121703|102|All Other Accounts|0||||691173
123039|102|All Other Accounts|||||696217
125527|102|All Other Accounts|||||707730
124733|101|MEMBERS DEPOSITS FOR 2019 EVENT|4350||||699529
124734|102|All Other Accounts|||||699529
125425|102|All Other Accounts|||||706629
125218|101|credit card :wells fargo|3278|3278|||703164
125219|102|All Other Accounts|||||703164
124905|101|ACCRUED EXPENSES|12895||||700150
124906|102|All Other Accounts|||||700150
125291|101|credit card payable|4015||||705549
125292|102|All Other Accounts|||||705549
124766|102|All Other Accounts|||||699595
120014|102|All Other Accounts|49406||||683019
120083|102|All Other Accounts|||||683176
120085|102|All Other Accounts|||||683184
119814|102|All Other Accounts|||||682411
120089|101|N/A|0|0|0|0|683203
120090|102|All Other Accounts|||||683203
119852|102|All Other Accounts|||||682592
120005|102|All Other Accounts|||||682989
119649|101|Payroll Liabilities|7358||||680886
119650|102|All Other Accounts|0|0|||680886
119779|102|All Other Accounts|0|0|0|0|682109
119889|101|None|0|0|0|0|682689
119890|102|All Other Accounts|0|0|0|0|682689
120088|102|All Other Accounts|1055||||683196
120038|102|All Other Accounts|||||683095
125514|102|All Other Accounts|9669||0||707595
121086|102|All Other Accounts|0|0|0|0|685573
124065|102|All Other Accounts|||||698581
123066|102|All Other Accounts|79331||||696350
121787|102|All Other Accounts|1478||||691675
122936|101|CHASE VISA|382||||695980
122939|102|All Other Accounts|||||695980
122938|101|CITI CARD|823||||695980
122937|101|AMERICAN EXPRESS|926||||695980
119968|101|none|0|0|0|0|682897
119969|102|All Other Accounts|0|0|0|0|682897
123265|101|NONE|0|0|0|0|696745
123266|102|All Other Accounts|0|0|0|0|696745
119433|102|All Other Accounts|||||679177
124899|102|All Other Accounts|||||700123
123167|102|All Other Accounts|13681||||696539
122058|102|All Other Accounts|21766|0|0|0|693202
130849|101|LIUNA|9551||||727766
130850|102|All Other Accounts|12443|106|205||727766
124725|102|All Other Accounts|58595||||699508
124901|102|All Other Accounts|||||700138
125051|101|E A L G & S,  PC|8190||||700961
125053|102|All Other Accounts|4715||||700961
125052|101|O'BRIEN BELLAND & LAW FIRM LLC|8745||||700961
123859|102|All Other Accounts|||||698115
124413|101|NONE|0|0|0|0|699034
124414|102|All Other Accounts|0|0|0|0|699034
123313|102|All Other Accounts|||||696848
123413|101|L.I.U.N.A.|27947||||697043
123416|102|All Other Accounts|||||697043
123415|101|Outstanding Checks|417||||697043
123414|101|Atlanta Postal Service VISA Card|7611||||697043
133533|102|All Other Accounts|||||739120
124488|101|American Express|1893||||699141
124490|102|All Other Accounts|0|0|0|0|699141
124489|101|NW Priority CU Visa|66||||699141
124915|102|All Other Accounts|||||700201
121000|101|SEIU|338380||||685375
121007|102|All Other Accounts|19190||||685375
121006|101|Commonwealth of Mass NAGE HW|5236||||685375
121005|101|Stanley Wheatley|5742||||685375
121004|101|Law Firm John Rice|6330||||685375
121003|101|Paragon Corp|6446||||685375
121002|101|Halo Branded Solutions|7189||||685375
121001|101|American Express|40366||||685375
123276|101|HYATT REGENCY MIAMI                               |135355|135355|||696758
123277|102|All Other Accounts|1783155||||696758
121304|102|All Other Accounts|663081|0|0|0|686373
122735|101|CHAPTER PAYMENT GEORGIA 38|6500|0|0|0|695477
122736|102|All Other Accounts|2547|0|0|0|695477
130955|102|All Other Accounts|||||728456
125697|102|All Other Accounts|||||708773
125042|101|Union Credit Card|1571|1571|||700842
125043|102|All Other Accounts|||||700842
119656|101|Visa Payable|23430|0|0|0|680940
119657|102|All Other Accounts|0|0|0|0|680940
120701|102|All Other Accounts|||||684056
123088|102|All Other Accounts|||||696416
122952|101|WELLS FARGO VISA|4017|0|0|0|696004
122953|102|All Other Accounts|0|0|0|0|696004
121674|102|All Other Accounts|||||691051
120861|101|AFGE|10544||||684414
120862|102|All Other Accounts|||||684414
124756|101|SUNTRUST BANK|11821|0|0|0|699577
124757|102|All Other Accounts|1864||||699577
121691|102|All Other Accounts|0|0|0|0|691160
133276|102|All Other Accounts|||||738308
121569|101|UNITED STATES TREASURY|4264||||689837
121571|102|All Other Accounts|||||689837
121570|101|GEORGIA DEPARTMENT OF REVENUE|1049||||689837
125570|102|All Other Accounts|||||708065
123809|102|All Other Accounts|0|0|0|0|697967
125415|102|All Other Accounts|||||706380
125062|101|NA|0|0|0|0|701301
125074|102|All Other Accounts|0|0|0|0|701301
125073|101|NA|0|0|0|0|701301
125072|101|NA|0|0|0|0|701301
125071|101|NA|0|0|0|0|701301
125070|101|NA|0|0|0|0|701301
125069|101|NA|0|0|0|0|701301
125068|101|NA|0|0|0|0|701301
125067|101|NA|0|0|0|0|701301
125066|101|NA|0|0|0|0|701301
125065|101|NA|0|0|0|0|701301
125064|101|NA|0|0|0|0|701301
125063|101|NA|0|0|0|0|701301
124404|102|All Other Accounts|0|0|0|0|699015
119464|102|All Other Accounts|||||679531
121285|102|All Other Accounts|0|0|0|0|686326
125241|102|All Other Accounts|||||703622
125182|101| N/A  |0|0|0|0|703019
125194|102|All Other Accounts|0|0|0|0|703019
125193|101| N/A|0|0|0|0|703019
125192|101| N/A|0|0|0|0|703019
125191|101| N/A|0|0|0|0|703019
125190|101| N/A|0|0|0|0|703019
125189|101| N/A|0|0|0|0|703019
125188|101| N/A|0|0|0|0|703019
125187|101| N/A|0|0|0|0|703019
125186|101| N/A|0|0|0|0|703019
125185|101| N/A|0|0|0|0|703019
125184|101| N/A|0|0|0|0|703019
125183|101| N/A|0|0|0|0|703019
125411|101|AFGE - National|13762||||706365
125412|102|All Other Accounts|||||706365
123158|101|OPERATING EXPENSES|6473||||696526
123159|102|All Other Accounts|||||696526
124768|102|All Other Accounts|||||699597
123309|102|All Other Accounts|||||696837
123857|101|NONE|0|0|0|0|698109
123858|102|All Other Accounts|||||698109
125166|101|n/a|0|0|0|0|702586
125167|102|All Other Accounts|0|0|0|0|702586
121784|102|All Other Accounts|458||||691659
123583|102|All Other Accounts|23832||||697477
119793|102|All Other Accounts|||||682189
121720|102|All Other Accounts|||||691301
125111|102|All Other Accounts|||||701694
119457|102|All Other Accounts|0|0|0|0|679469
123298|102|All Other Accounts|||||696830
123886|101|PER CAPITA|32381|32381|||698228
123887|102|All Other Accounts|852|852|||698228
123374|101|NO LOANS EXIST N/A|0|||0|696964
123375|102|All Other Accounts|0|0|0|0|696964
123290|102|All Other Accounts|||||696803
121022|102|All Other Accounts|204427||||685451
124914|102|All Other Accounts|||||700193
122162|102|All Other Accounts|||||693561
123250|102|All Other Accounts|0|0|0|0|696719
120162|102|All Other Accounts|||||683316
121156|101|0|0|0|0|0|685968
121157|102|All Other Accounts|0|0|0|0|685968
122482|102|All Other Accounts|1615||||694582
120048|102|All Other Accounts|19700||||683112
124314|102|All Other Accounts|||||698891
125034|102|All Other Accounts|0||||700794
124448|102|All Other Accounts|||||699104
125222|101|REMI RESTAURANT|19436||||703197
125223|102|All Other Accounts|49578||||703197
124720|102|All Other Accounts|||||699493
125129|102|All Other Accounts|26000||||701985
123233|102|All Other Accounts|||||696679
119728|102|All Other Accounts|||||681761
122506|102|All Other Accounts|||||694685
123350|102|All Other Accounts|0|0|0|0|696901
123240|102|All Other Accounts|||||696701
121247|102|All Other Accounts|||||686275
123486|102|All Other Accounts|||||697285
121595|101|UAW International|9210||||690228
121597|102|All Other Accounts|||||690228
121596|101|Region 8 UAW CAP Councils|781||||690228
120279|102|All Other Accounts|||||683543
124432|102|All Other Accounts|109816||||699071
122358|101|ACCOUNTS PAYABLE/ACCRUED EXPENSES|105774|0|0|0|694202
122359|102|All Other Accounts|||||694202
121380|102|All Other Accounts|||||686608
123838|102|All Other Accounts|||||698052
123046|102|All Other Accounts|||||696246
119651|102|All Other Accounts|0|0|0|0|680904
125134|101|DANIEL A. WINTERS & COMPANY, CPAS|7997||||702088
125135|102|All Other Accounts|5723||||702088
123819|102|All Other Accounts|||||697999
124918|102|All Other Accounts|242|0|0|0|700238
120126|102|All Other Accounts|19117806|0|0|0|683274
123661|102|All Other Accounts|65487||||697627
122550|102|All Other Accounts|||||694941
122560|102|All Other Accounts|||||695039
124852|101|Photo Booth Time|2009||||699899
124849|101|Peoples Gas|1633||||699899
124851|101|Renzi Associates|2000||||699899
124850|101|Nick's Liquor|4651||||699899
124855|102|All Other Accounts|2461||||699899
124854|101|Amalgamated Bank|9964||||699899
124853|101|Southwest Airlines|940||||699899
123168|102|All Other Accounts|0|0|0|0|696544
122774|102|All Other Accounts|21562||||695581
124160|102|All Other Accounts|||||698724
123047|102|All Other Accounts|729|0|0|0|696249
126728|101|Nossaman, LLP Legal Services|35292|32646|||711281
126729|102|All Other Accounts|||||711281
124008|102|All Other Accounts|||||698476
121127|102|All Other Accounts|3216||||685720
123228|102|All Other Accounts|||||696649
123738|102|All Other Accounts|2065||||697798
123826|102|All Other Accounts|149023|0|0|0|698016
120815|102|All Other Accounts|670773||||684207
122158|102|All Other Accounts|0|0|0|0|693547
124806|102|All Other Accounts|0|0|0|0|699703
121442|102|All Other Accounts|1047||||687573
123401|102|All Other Accounts|||||697015
122956|102|All Other Accounts|||||696015
124530|101|CHASE CARDMEMBER SERVICES|11593|0|0|0|699186
124532|102|All Other Accounts|||||699186
124531|101|PLUS4 VISA|13542|0|0|0|699186
123677|102|All Other Accounts|1299230|0|0|0|697651
120846|101|CHECKS ISSUED IN EXCESS OF BANK BALANCE|1735||||684303
120847|102|All Other Accounts|0||||684303
122329|101|SEIU OFFICERS AND AFFILIATES PENSION PLAN|9686|4471|0|0|694152
122331|102|All Other Accounts|27032|13951|214|0|694152
122330|101|CHICAGO FEDERATION OF LABOR|25000|25000|0|0|694152
119719|102|All Other Accounts|344||||681695
121959|102|All Other Accounts|||||692630
121028|101|Diocesan High Schools|25003|16987|0|0|685476
121029|102|All Other Accounts|3993|0|||685476
124367|102|All Other Accounts|0|0|0|0|698931
124366|101|APWU DDAL Constitution Retirement Benefit|45300|0|45300|0|698931
120719|102|All Other Accounts|0|0|0|0|684080
124518|102|All Other Accounts|||||699168
124519|102|All Other Accounts|496189|0|0|0|699169
121875|102|All Other Accounts|43413||||692236
124779|102|All Other Accounts|747627|0|0|0|699634
124082|102|All Other Accounts|15543||||698628
124479|102|All Other Accounts|1170403||||699122
122689|102|All Other Accounts|680||||695337
124695|102|All Other Accounts||||0|699381
123726|101|Neubert, Pepe & Monteith, P.C.|4268||4268||697765
123727|102|All Other Accounts|||||697765
122204|102|All Other Accounts|0|0|0|0|693753
123333|102|All Other Accounts|0|0|0|0|696883
124693|101||||0|0|699380
124694|102|All Other Accounts|||||699380
119598|102|All Other Accounts|||||680134
123823|101|Barile Printing|11678||||698009
123825|102|All Other Accounts|12961||||698009
123824|101|AFSCME International Life|5333||||698009
124381|102|All Other Accounts|309|309|0|0|698969
124783|102|All Other Accounts|27205|27205|27205|27205|699640
119722|101|Pitney Bowes Puerto Rico, Inc.|264||||681720
119724|102|All Other Accounts|||||681720
119723|101|Producciones Ricardo Ramirez|200||||681720
124775|102|All Other Accounts|||||699623
120490|102|All Other Accounts|135964||||683782
123569|102|All Other Accounts|||||697444
125115|101|Per Capita Taxes Forwarded December|72088||||701718
125121|102|All Other Accounts|||||701718
125120|101|Pension Fund|446||||701718
125119|101|Ohio Edison|262||||701718
125118|101|Zelek Flower Shop|222||||701718
125117|101|Per Capita Taxes Forwarded Affiliates|18||||701718
125116|101|Per Capita Taxes Forwarded Cap Councils|2819||||701718
119565|101|American Airlines|929814||||679829
119574|102|All Other Accounts|55160||||679829
119573|101|GCAQE|5656||||679829
119572|101|Bredhoff & Kaiser|9043||||679829
119571|101|Chase|13057||||679829
119570|101|Holiday Inn DFW South|13877||||679829
119569|101|Guerrieri, Bartos & Roma P.C.|13929||||679829
119568|101|TrueBallot, Inc.|13973||||679829
119567|101|PRWRK|30000||||679829
119566|101|Phillips, Richard & Rind, P.A.|35266||||679829
121016|102|All Other Accounts|||||685421
122299|102|All Other Accounts|||||694084
121014|101|Accounts Payables|17108||||685420
121015|102|All Other Accounts|||||685420
122442|102|All Other Accounts|0|0|0|0|694491
123262|101|0|0|0|0|0|696737
123263|102|All Other Accounts|||||696737
133121|101|CHICAGO TEACHERS UNION|956342|228352|0|0|737542
133122|102|All Other Accounts|2400423|14394|0|0|737542
119822|102|All Other Accounts|||||682471
122423|101|N/A|0|0|0|0|694444
122424|102|All Other Accounts|0|0|0|0|694444
120940|101|Accounts Payable|0|0|0|0|684934
120941|102|All Other Accounts|||||684934
119843|102|All Other Accounts|||||682578
125006|102|All Other Accounts|||||700587
123624|101|Larimer County Treasurer|14297||||697543
123625|102|All Other Accounts|7959||||697543
125246|102|All Other Accounts|0|0|0|0|703797
123710|101|OFFICE EXPENSES|5842||||697731
123711|102|All Other Accounts|||||697731
121659|102|All Other Accounts|||||690953
121874|102|All Other Accounts|15006|0|0|0|692230
125287|102|All Other Accounts|||||705492
123360|101|ACCOUNTS PAYABLE|386981||||696924
123361|102|All Other Accounts|0|0|0|0|696924
119820|102|All Other Accounts|71697|0|0|0|682460
122208|101|Per Capita Due to AFSCME International|403607||||693760
122210|102|All Other Accounts|608152||||693760
122209|101|Per Capita Due to Local Unions|257298||||693760
123972|102|All Other Accounts|22349||||698415
124484|101|Accrued expenses|236||||699134
124486|102|All Other Accounts|||||699134
124485|101|Accrued and withheld PR tax|3963||||699134
121027|102|All Other Accounts|||||685474
125419|102|All Other Accounts|0|0|0|0|706519
124020|101|AMERICAN FEDERATION OF TEACHERS|22846||||698487
124021|102|All Other Accounts|5470||||698487
122877|102|All Other Accounts|68745|0|0|0|695893
125176|101|Richard  Hirn Attorney at Law|28061||||702700
125177|102|All Other Accounts|||||702700
120688|102|All Other Accounts|12163||||684042
121033|102|All Other Accounts|1033069||||685485
124557|101|JORDANS GUARDIAN ANGELS|5000||||699256
124556|101|AFSCME|922502||||699256
124559|102|All Other Accounts|29946|0|0|0|699256
124558|101|KAISER FOUNDATION HEALTH PLAN|85560||||699256
122168|102|All Other Accounts|146661||16333||693604
123643|102|All Other Accounts|22068|0|0|0|697568
120657|102|All Other Accounts|||||684010
121040|101|WB Mason|1259|0|0|0|685522
121067|102|All Other Accounts|91838||||685522
121066|101|Chariho ESP|358|0|0|0|685522
121065|101|Ready Refresh|69|0|0|0|685522
121064|101|Thomsen Reuters|658|0|0|0|685522
121063|101|Sarah Raposa|232|0|0|0|685522
121062|101|Sarah Markey|385|0|0|0|685522
121061|101|John J. Harrington|2748|0|0|0|685522
121060|101|Philip Dunn|4900|0|0|0|685522
121059|101|Rhode Island Telephone|463|0|0|0|685522
121058|101|Pitney Bowes|1000|0|0|0|685522
121057|101|Jennifer Azevedo|182|0|0|0|685522
121056|101|John DeCubellis|126|0|0|0|685522
121055|101|Tom Pirnie|584|0|0|0|685522
121054|101|Mary Barden|1633|0|0|0|685522
121053|101|Labor Relations Connection|210|0|0|0|685522
121052|101|Pete Gingras|1018|0|0|0|685522
121051|101|Valerie Staples|138|0|0|0|685522
121050|101|Michael Warner|28321|0|0|0|685522
121049|101|Donna Lico|829|0|0|0|685522
121048|101|Checkmate Consulting Group|2402|0|0|0|685522
121047|101|Michael Stutz|3240|0|0|0|685522
121046|101|Linda Laclair|44|0|0|0|685522
121045|101|American Arbitration Association|975|0|0|0|685522
121044|101|Bruce Kogan|250|0|0|0|685522
121043|101|Delage Landen Financial|1908|0|0|0|685522
121042|101|Big Blue Bug|53|0|0|0|685522
121041|101|Patrick Crowley|279|0|0|0|685522
121008|102|All Other Accounts|155765||||685376
122935|102|All Other Accounts|91218||||695977
120729|102|All Other Accounts|0|0|0|0|684087
126714|101|Various MEA including SUBS|540589||||711183
126715|102|All Other Accounts|||||711183
120608|102|All Other Accounts|463809|0|0|0|683970
121957|102|All Other Accounts|44160||||692624
127027|102|All Other Accounts|35631|0|0|0|712407
120997|102|All Other Accounts|889071|0|0|0|685335
125000|102|All Other Accounts|533106||||700552
119995|102|All Other Accounts|||||682955
122314|101|Utilities|676||||694119
122317|102|All Other Accounts|||||694119
122316|101|Telephone|175||||694119
122315|101|Per Capita Taxes|35937||||694119
123090|101|AFSCME INTERNATIONAL|114447||||696422
123094|102|All Other Accounts|204089||||696422
123093|101|LOCAL #12 - UNIVERSITY OF IOWA|8485||||696422
123092|101|HARTNETT GLADNEY HATTERMAN, LLC|14030||||696422
123091|101|STANLEY DOBRY|5740||||696422
120135|102|All Other Accounts|0|0|0|0|683290
121545|102|All Other Accounts|3469||||689597
122338|102|All Other Accounts|1404774||||694161
120894|101|BUSINESS CARD SERVICES|16278|0|0|0|684719
120901|102|All Other Accounts|13515|0|0|0|684719
120900|101|BONNIE MCSPIRITT|2325|0|0|0|684719
120899|101|VERMONT EXPOS|4000|0|4000|0|684719
120898|101|HEARST TELEVISION INC|3000|0|0|0|684719
120897|101|MICHAEL C RYAN, ESQ.|2000|0|0|0|684719
120896|101|MATTHEW POLK|5113|0|0|0|684719
120895|101|LIBERTY MUTUAL INSURANCE|2273|0|0|0|684719
122716|101|1. NOVAKFRANCELLA LLC|6000|0|0|0|695408
122717|102|All Other Accounts|0|0|0|0|695408
123397|102|All Other Accounts|413249|0|0|0|697004
119896|102|All Other Accounts|||||682721
125979|102|All Other Accounts|||||709839
119642|102|All Other Accounts|56918||||680720
120242|101|Lutz and Carr CPAs LLP|11752||||683515
120247|102|All Other Accounts|||||683515
120246|101|Other accounts payable|4935||||683515
120245|101|Daniel Brent|4950||||683515
120244|101|Gladstein Reif & Legal Fees LLP|10019||||683515
120243|101|New York State United Teachers|107431||||683515
124893|101|INTERNET ACCESS FEES|108|0|0|0|700110
124896|102|All Other Accounts|||||700110
124895|101|CELL PHONE|75|0|0|0|700110
124894|101|INTERNATIONAL UNION UAW PER CAPITA TAX|11231|0|0|0|700110
127165|101|CCC Complete|806||||713008
127178|102|All Other Accounts|||||713008
127177|101|Bank of America Credit Cards|2483||||713008
127176|101|Valerie Bishop|75||||713008
127175|101|Pieter folkens|694||||713008
127174|101|Own Wickersham & Erickson PC|870|870|||713008
127173|101|Nautilus Design|75||||713008
127172|101|Mari Winslow|1050||||713008
127171|101|Maple Press|200|151|||713008
127170|101|Iron Mountain|127||||713008
127169|101|Ico-D|1410|35|||713008
127168|101|Deborah Kantor|1280||||713008
127167|101|Curcio & Cohen. CPA's PC|1500|1500|||713008
127166|101|Copyright Alliance|5000||||713008
121025|102|All Other Accounts|1154902||||685469
126681|102|All Other Accounts|||||710938
